         TOF        Yobs        Ycal     YcalBad
    10716.96    19741.00    19076.00    19080.00
    10722.31    18797.00    19080.00    19090.00
    10727.67    18660.00    19084.00    19090.00
    10733.05    17945.00    19088.00    19100.00
    10738.42    18777.00    19092.00    19100.00
    10743.78    19033.00    19095.00    19110.00
    10749.16    17425.00    19099.00    19110.00
    10754.53    19363.00    19103.00    19120.00
    10759.91    19172.00    19108.00    19120.00
    10765.28    17316.00    19112.00    19130.00
    10770.66    18197.00    19116.00    19130.00
    10776.05    18579.00    19120.00    19140.00
    10781.44    17498.00    19124.00    19150.00
    10786.83    19669.00    19137.00    19160.00
    10792.22    18804.00    19141.00    19170.00
    10797.63    17803.00    19146.00    19190.00
    10803.03    17895.00    19151.00    19230.00
    10808.42    19462.00    19156.00    19310.00
    10813.83    20291.00    19161.00    19470.00
    10819.23    19339.00    19167.00    19800.00
    10824.64    19151.00    19172.00    20430.00
    10830.06    18042.00    19178.00    21510.00
    10835.48    17144.00    19184.00    23210.00
    10840.90    19122.00    19191.00    25540.00
    10846.32    17966.00    19198.00    28340.00
    10851.74    19159.00    19207.00    31180.00
    10857.17    18894.00    19218.00    33510.00
    10862.59    19409.00    19235.00    34830.00
    10868.02    17841.00    19264.00    34950.00
    10873.46    17975.00    19320.00    33990.00
    10878.89    19166.00    19435.00    32320.00
    10884.33    19769.00    19668.00    30350.00
    10889.77    17256.00    20121.00    28400.00
    10895.22    19852.00    20944.00    26660.00
    10900.67    21747.00    22296.00    25190.00
    10906.12    24928.00    24283.00    24000.00
    10911.57    26474.00    26851.00    23040.00
    10917.02    29533.00    29713.00    22270.00
    10922.48    31022.00    32374.00    21660.00
    10927.94    34975.00    34294.00    21170.00
    10933.41    31791.00    35090.00    20780.00
    10938.88    30969.00    34709.00    20470.00
    10944.34    31930.00    33399.00    20230.00
    10949.81    32402.00    31559.00    20040.00
    10955.29    28256.00    29566.00    19880.00
    10960.77    27113.00    27690.00    19760.00
    10966.26    26724.00    26060.00    19670.00
    10971.74    24422.00    24709.00    19590.00
    10977.22    21581.00    23614.00    19530.00
    10982.70    21719.00    22739.00    19480.00
    10988.20    19436.00    22039.00    19450.00
    10993.70    19688.00    21483.00    19420.00
    10999.20    21465.00    21041.00    19400.00
    11004.69    21498.00    20691.00    19380.00
    11010.19    21078.00    20413.00    19370.00
    11015.70    19953.00    20192.00    19360.00
    11021.20    20706.00    20017.00    19350.00
    11026.70    20897.00    19879.00    19350.00
    11032.23    18916.00    19770.00    19350.00
    11037.75    19642.00    19683.00    19350.00
    11043.27    18948.00    19616.00    19350.00
    11048.78    20209.00    19563.00    19350.00
    11054.31    19475.00    19521.00    19350.00
    11059.84    19071.00    19489.00    19350.00
    11065.37    17076.00    19464.00    19350.00
    11070.89    17349.00    19446.00    19350.00
    11076.42    18526.00    19431.00    19350.00
    11081.96    20968.00    19421.00    19360.00
    11087.51    18687.00    19413.00    19360.00
    11093.05    17286.00    19408.00    19360.00
    11098.59    19259.00    19405.00    19370.00
    11104.15    18062.00    19403.00    19370.00
    11109.71    19001.00    19403.00    19380.00
    11115.26    19767.00    19403.00    19380.00
    11120.82    19576.00    19404.00    19390.00
    11126.37    20343.00    19406.00    19390.00
    11131.93    20433.00    19408.00    19400.00
    11137.51    16638.00    19411.00    19400.00
    11143.08    17035.00    19404.00    19400.00
    11148.65    17851.00    19409.00    19410.00
    11154.23    19718.00    19413.00    19410.00
    11159.80    18778.00    19417.00    19420.00
    11165.38    19111.00    19422.00    19420.00
    11170.95    19114.00    19426.00    19430.00
    11176.54    18949.00    19431.00    19430.00
    11182.13    19890.00    19435.00    19430.00
    11187.72    17930.00    19439.00    19440.00
    11193.32    19323.00    19444.00    19440.00
    11198.91    18789.00    19448.00    19450.00
    11204.50    19441.00    19453.00    19450.00
    11210.11    17857.00    19457.00    19460.00
    11215.71    19655.00    19461.00    19460.00
    11221.33    20088.00    19466.00    19470.00
    11226.95    18075.00    19470.00    19470.00
    11232.56    17662.00    19475.00    19470.00
    11238.18    18700.00    19479.00    19480.00
    11243.80    18369.00    19483.00    19480.00
    11249.42    20349.00    19488.00    19490.00
    11255.04    19863.00    19492.00    19490.00
    11260.66    19759.00    19497.00    19500.00
    11266.29    18684.00    19501.00    19500.00
    11271.93    17495.00    19505.00    19510.00
    11277.56    18710.00    19510.00    19510.00
    11283.20    18543.00    19514.00    19510.00
    11288.83    17945.00    19519.00    19520.00
    11294.48    18359.00    19523.00    19520.00
    11300.13    18854.00    19527.00    19530.00
    11305.78    20984.00    19532.00    19530.00
    11311.44    18486.00    19536.00    19540.00
    11317.09    17820.00    19541.00    19540.00
    11322.75    18896.00    19545.00    19550.00
    11328.42    19433.00    19550.00    19550.00
    11334.08    19059.00    19554.00    19590.00
    11339.75    18977.00    19558.00    19600.00
    11345.42    19514.00    19563.00    19610.00
    11351.08    18793.00    19567.00    19620.00
    11356.76    17420.00    19572.00    19630.00
    11362.44    18733.00    19576.00    19630.00
    11368.13    18960.00    19580.00    19640.00
    11373.81    19637.00    19585.00    19660.00
    11379.49    19052.00    19589.00    19670.00
    11385.19    19700.00    19593.00    19680.00
    11390.88    18925.00    19598.00    19700.00
    11396.58    20825.00    19602.00    19730.00
    11402.27    20613.00    19607.00    19760.00
    11407.97    20690.00    19659.00    19820.00
    11413.67    21019.00    19667.00    19940.00
    11419.38    20032.00    19676.00    20180.00
    11425.09    18727.00    19685.00    20690.00
    11430.80    18636.00    19695.00    21760.00
    11436.52    19184.00    19705.00    23890.00
    11442.23    20493.00    19717.00    27790.00
    11447.95    19905.00    19729.00    34300.00
    11453.68    20311.00    19744.00    43990.00
    11459.41    20628.00    19760.00    56610.00
    11465.14    20451.00    19779.00    70760.00
    11470.86    19380.00    19804.00    83930.00
    11476.61    19752.00    19839.00    93370.00
    11482.35    20393.00    19895.00    97120.00
    11488.09    20810.00    19998.00    94920.00
    11493.83    22372.00    20204.00    88080.00
    11499.58    24130.00    20636.00    78670.00
    11505.33    24029.00    21545.00    68610.00
    11511.08    25249.00    23365.00    59480.00
    11516.82    30586.00    26777.00    51490.00
    11522.59    37221.00    32659.00    44910.00
    11528.37    45329.00    41726.00    39650.00
    11534.12    55530.00    54038.00    35500.00
    11539.88    69157.00    68584.00    32240.00
    11545.65    83293.00    83147.00    29680.00
    11551.43    85529.00    94771.00    27680.00
    11557.20    94806.00   101007.00    26120.00
    11562.99    94305.00   100914.00    24920.00
    11568.76    92994.00    95310.00    24000.00
    11574.54    86563.00    86159.00    23320.00
    11580.32    75851.00    75821.00    22870.00
    11586.11    66474.00    65554.00    22690.00
    11591.92    61923.00    56480.00    22910.00
    11597.72    51905.00    48932.00    23890.00
    11603.51    47511.00    42868.00    26390.00
    11609.31    41764.00    38051.00    31960.00
    11615.12    38164.00    34263.00    43230.00
    11620.92    36067.00    31297.00    64040.00
    11626.74    33163.00    28976.00    98830.00
    11632.56    30774.00    27172.00   150460.00
    11638.38    29705.00    25781.00   217570.00
    11644.20    25628.00    24725.00   292440.00
    11650.01    25498.00    23955.00   361650.00
    11655.83    24754.00    23458.00   410470.00
    11661.65    26990.00    23286.00   429000.00
    11667.49    28549.00    23622.00   416110.00
    11673.32    28157.00    24910.00   378870.00
    11679.16    29952.00    28100.00   328360.00
    11685.01    39191.00    34995.00   274810.00
    11690.84    50204.00    48469.00   225410.00
    11696.67    78322.00    72427.00   183150.00
    11702.52   117367.00   110842.00   148590.00
    11708.37   170911.00   165350.00   121030.00
    11714.24   231105.00   232999.00    99240.00
    11720.10   296130.00   304378.00    82140.00
    11725.95   352219.00   365699.00    68760.00
    11731.82   378557.00   404160.00    58250.00
    11737.68   391196.00   412514.00    50010.00
    11743.55   373274.00   392324.00    43550.00
    11749.43   335117.00   351769.00    38480.00
    11755.31   282372.00   301583.00    34510.00
    11761.19   247010.00   250827.00    31400.00
    11767.07   195844.00   205071.00    28960.00
    11772.95   156429.00   166486.00    27050.00
    11778.83   130938.00   135281.00    25550.00
    11784.71   109891.00   110494.00    24370.00
    11790.61    86979.00    90940.00    23450.00
    11796.50    73723.00    75608.00    22720.00
    11802.40    60118.00    63602.00    22150.00
    11808.31    48594.00    54179.00    21710.00
    11814.22    46011.00    46805.00    21350.00
    11820.13    39812.00    41035.00    21080.00
    11826.04    33548.00    36519.00    20860.00
    11831.95    33680.00    32983.00    20690.00
    11837.86    31278.00    30214.00    20550.00
    11843.77    29752.00    28045.00    20450.00
    11849.70    25965.00    26342.00    20360.00
    11855.63    24017.00    25008.00    20300.00
    11861.55    23200.00    23962.00    20250.00
    11867.48    21549.00    23142.00    20200.00
    11873.41    21266.00    22498.00    20170.00
    11879.35    20803.00    21991.00    19950.00
    11885.29    22537.00    21594.00    19950.00
    11891.23    21856.00    21281.00    19950.00
    11897.17    21498.00    21035.00    19960.00
    11903.13    21462.00    20841.00    19960.00
    11909.09    19641.00    20689.00    19970.00
    11915.03    20922.00    20568.00    19970.00
    11920.98    20608.00    20473.00    19970.00
    11926.96    20958.00    20398.00    19980.00
    11932.91    19645.00    20338.00    19980.00
    11938.87    20680.00    20291.00    19980.00
    11944.84    20342.00    20253.00    19990.00
    11950.81    21389.00    19991.00    20010.00
    11956.80    20995.00    19995.00    20020.00
    11962.79    19165.00    19999.00    20020.00
    11968.76    19452.00    20002.00    20030.00
    11974.75    20016.00    20006.00    20030.00
    11980.74    18263.00    20009.00    20040.00
    11986.73    19445.00    20013.00    20040.00
    11992.71    20044.00    20017.00    20050.00
    11998.70    20032.00    20020.00    20060.00
    12004.70    20193.00    20024.00    20070.00
    12010.71    19762.00    20027.00    20080.00
    12016.71    19927.00    20031.00    20090.00
    12022.73    21236.00    20034.00    20110.00
    12028.75    20909.00    20062.00    20140.00
    12034.75    20990.00    20067.00    20190.00
    12040.77    19039.00    20073.00    20300.00
    12046.80    20408.00    20079.00    20540.00
    12052.82    22423.00    20085.00    21220.00
    12058.84    20521.00    20092.00    22220.00
    12064.87    18343.00    20099.00    24070.00
    12070.90    19600.00    20106.00    27160.00
    12076.94    19839.00    20115.00    31810.00
    12082.97    22030.00    20124.00    37940.00
    12089.02    19144.00    20135.00    44910.00
    12095.07    20030.00    20149.00    51500.00
    12101.12    20792.00    20168.00    56310.00
    12107.16    19746.00    20198.00    58340.00
    12113.21    19035.00    20253.00    57400.00
    12119.28    20084.00    20361.00    54110.00
    12125.34    21790.00    20789.00    49540.00
    12131.41    22212.00    21279.00    44730.00
    12137.47    25748.00    22251.00    40530.00
    12143.53    26434.00    24057.00    37550.00
    12149.60    29193.00    27135.00    36490.00
    12155.68    32082.00    31865.00    38580.00
    12161.76    40186.00    38275.00    45970.00
    12167.84    45391.00    45809.00    62000.00
    12173.92    49490.00    53269.00    90750.00
    12180.00    52068.00    59142.00   135400.00
    12186.09    55646.00    62186.00   195860.00
    12192.18    52194.00    61945.00   265930.00
    12198.28    46912.00    58905.00   333580.00
    12204.37    48931.00    54146.00   384390.00
    12210.48    49029.00    48857.00   407380.00
    12216.59    45020.00    44052.00   399550.00
    12222.70    43187.00    40517.00   366530.00
    12228.81    39514.00    39067.00   318770.00
    12234.92    40674.00    40977.00   266800.00
    12241.05    46725.00    48427.00   217930.00
    12247.16    58648.00    64585.00   176100.00
    12253.27    91238.00    93143.00   142000.00
    12259.41   137979.00   136917.00   114870.00
    12265.55   202293.00   194823.00    93680.00
    12271.68   271278.00   260185.00    77250.00
    12277.80   341525.00   321576.00    64500.00
    12283.94   367649.00   365934.00    54600.00
    12290.10   381647.00   383737.00    46910.00
    12296.24   373708.00   373261.00    40960.00
    12302.38   349702.00   340450.00    36360.00
    12308.54   297671.00   294949.00    32780.00
    12314.69   248969.00   246346.00    30000.00
    12320.85   200661.00   201205.00    27850.00
    12327.00   161308.00   162674.00    26160.00
    12333.16   133750.00   131367.00    24870.00
    12339.33   107090.00   106557.00    23870.00
    12345.50    89846.00    87199.00    23090.00
    12351.67    71997.00    72171.00    22480.00
    12357.86    61715.00    60503.00    22010.00
    12364.03    51920.00    51496.00    21640.00
    12370.20    46405.00    44520.00    21360.00
    12376.39    44521.00    39106.00    21140.00
    12382.58    38251.00    34914.00    20960.00
    12388.78    35114.00    31660.00    20830.00
    12394.98    32708.00    29142.00    20720.00
    12401.17    32569.00    27196.00    20640.00
    12407.37    30979.00    25659.00    20570.00
    12413.58    28956.00    24487.00    20520.00
    12419.79    25496.00    23580.00    20480.00
    12425.99    24976.00    22876.00    20450.00
    12432.21    21530.00    22328.00    20230.00
    12438.42    23725.00    21902.00    20240.00
    12444.64    23371.00    21570.00    20240.00
    12450.86    24245.00    21312.00    20240.00
    12457.09    21877.00    21110.00    20240.00
    12463.32    22036.00    20952.00    20250.00
    12469.56    19137.00    20829.00    20250.00
    12475.79    19102.00    20732.00    20250.00
    12482.02    23043.00    20656.00    20250.00
    12488.27    19846.00    20596.00    20260.00
    12494.52    21592.00    20549.00    20260.00
    12500.76    20392.00    20511.00    20260.00
    12507.01    22650.00    20481.00    20260.00
    12513.26    20935.00    20264.00    20260.00
    12519.51    20992.00    20266.00    20270.00
    12525.77    21286.00    20268.00    20270.00
    12532.03    20961.00    20270.00    20270.00
    12538.30    21972.00    20273.00    20270.00
    12544.58    19734.00    20275.00    20270.00
    12550.85    19654.00    20277.00    20280.00
    12557.13    19038.00    20279.00    20280.00
    12563.41    20410.00    20281.00    20280.00
    12569.69    20600.00    20283.00    20280.00
    12575.97    21673.00    20285.00    20280.00
    12582.25    20493.00    20287.00    20290.00
    12588.54    23316.00    20289.00    20290.00
    12594.83    19653.00    20291.00    20290.00
    12601.13    19302.00    20293.00    20290.00
    12607.44    19403.00    20295.00    20290.00
    12613.75    20735.00    20297.00    20300.00
    12620.05    23171.00    20299.00    20300.00
    12626.36    22263.00    20300.00    20300.00
    12632.67    21738.00    20302.00    20300.00
    12638.98    20955.00    20304.00    20300.00
    12645.31    19900.00    20306.00    20310.00
    12651.63    20623.00    20308.00    20310.00
    12657.96    21842.00    20309.00    20310.00
    12664.28    21352.00    20311.00    20310.00
    12670.60    20339.00    20313.00    20310.00
    12676.94    18309.00    20315.00    20310.00
    12683.28    21048.00    20316.00    20320.00
    12689.62    22574.00    20318.00    20320.00
    12695.98    21575.00    20320.00    20320.00
    12702.33    19312.00    20321.00    20320.00
    12708.67    19702.00    20323.00    20320.00
    12715.03    20328.00    20325.00    20320.00
    12721.38    20984.00    20326.00    20330.00
    12727.74    20681.00    20328.00    20330.00
    12734.11    20488.00    20329.00    20330.00
    12740.48    23808.00    20331.00    20330.00
    12746.85    20858.00    20332.00    20330.00
    12753.22    20314.00    20334.00    20330.00
    12759.59    18506.00    20335.00    20340.00
    12765.98    19925.00    20337.00    20340.00
    12772.36    21746.00    20338.00    20340.00
    12778.75    21755.00    20340.00    20340.00
    12785.15    19517.00    20341.00    20340.00
    12791.53    17392.00    20342.00    20340.00
    12797.92    20165.00    20344.00    20340.00
    12804.32    19773.00    20345.00    20350.00
    12810.72    19244.00    20346.00    20350.00
    12817.12    23084.00    20348.00    20350.00
    12823.54    20870.00    20349.00    20350.00
    12829.96    20544.00    20350.00    20350.00
    12836.37    20178.00    20352.00    20350.00
    12842.79    20550.00    20353.00    20350.00
    12849.20    19285.00    20354.00    20350.00
    12855.64    19944.00    20355.00    20360.00
    12862.07    18988.00    20357.00    20360.00
    12868.50    22912.00    20358.00    20690.00
    12874.93    23243.00    20359.00    20720.00
    12881.36    22456.00    20360.00    20750.00
    12887.81    21632.00    20361.00    20780.00
    12894.26    20773.00    20362.00    20820.00
    12900.70    20307.00    20363.00    20860.00
    12907.15    19392.00    20364.00    20910.00
    12913.60    21072.00    20365.00    20970.00
    12920.06    21055.00    20366.00    21040.00
    12926.52    22698.00    20368.00    21130.00
    12932.98    22938.00    20369.00    21230.00
    12939.45    24185.00    20369.00    21380.00
    12945.91    23586.00    20370.00    21600.00
    12952.39    22077.00    20752.00    21970.00
    12958.86    23898.00    20782.00    22680.00
    12965.34    26050.00    20816.00    24150.00
    12971.83    23288.00    20854.00    27330.00
    12978.31    20573.00    20897.00    34120.00
    12984.79    21160.00    20945.00    48060.00
    12991.28    19865.00    21001.00    74900.00
    12997.79    22810.00    21066.00   122280.00
    13004.30    22194.00    21141.00   197210.00
    13010.79    23700.00    21232.00   301600.00
    13017.30    23842.00    21344.00   428210.00
    13023.81    21363.00    21491.00   557450.00
    13030.32    20783.00    21701.00   662620.00
    13036.84    21861.00    22035.00   720240.00
    13043.36    23078.00    22638.00   719730.00
    13049.89    25997.00    23839.00   667730.00
    13056.41    24816.00    26370.00   582520.00
    13062.93    27335.00    31758.00   484920.00
    13069.46    36717.00    42909.00   391020.00
    13076.00    53526.00    64738.00   309440.00
    13082.53    94799.00   104035.00   243050.00
    13089.07   159428.00   167981.00   190920.00
    13095.63   264595.00   260746.00   150620.00
    13102.17   385872.00   377812.00   119860.00
    13108.70   510687.00   504214.00    96380.00
    13115.26   623663.00   616266.00    78440.00
    13121.83   667565.00   689011.00    64740.00
    13128.40   677244.00   707285.00    54310.00
    13134.95   644308.00   672315.00    46370.00
    13141.52   581770.00   598496.00    40310.00
    13148.09   483987.00   505885.00    35680.00
    13154.66   405341.00   412053.00    32150.00
    13161.25   321379.00   327824.00    29460.00
    13167.83   252424.00   257929.00    27400.00
    13174.41   203261.00   202449.00    25820.00
    13181.00   157094.00   159452.00    24620.00
    13187.58   126143.00   126513.00    23700.00
    13194.17    93313.00   101381.00    22990.00
    13200.77    81498.00    82197.00    22450.00
    13207.38    68247.00    67570.00    22030.00
    13213.98    59966.00    56462.00    21710.00
    13220.58    47069.00    48006.00    21460.00
    13227.20    44255.00    41552.00    21260.00
    13233.82    41888.00    36635.00    21110.00
    13240.43    36096.00    32890.00    21000.00
    13247.05    32791.00    30033.00    20900.00
    13253.66    30668.00    27853.00    20830.00
    13260.29    30999.00    26184.00    20770.00
    13266.92    26682.00    24909.00    20400.00
    13273.55    24571.00    23933.00    20400.00
    13280.20    26389.00    23183.00    20400.00
    13286.84    26198.00    22607.00    20400.00
    13293.49    23491.00    22164.00    20400.00
    13300.14    23036.00    21822.00    20400.00
    13306.78    23424.00    21558.00    20400.00
    13313.43    25740.00    21352.00    20400.00
    13320.09    21072.00    21192.00    20400.00
    13326.75    23488.00    21066.00    20400.00
    13333.41    23555.00    20967.00    20400.00
    13340.09    23118.00    20888.00    20400.00
    13346.75    23959.00    20825.00    20400.00
    13353.41    22549.00    20775.00    20400.00
    13360.09    22055.00    20402.00    20400.00
    13366.78    17841.00    20402.00    20400.00
    13373.47    21149.00    20402.00    20400.00
    13380.15    23261.00    20402.00    20400.00
    13386.84    24894.00    20402.00    20400.00
    13393.53    23274.00    20402.00    20400.00
    13400.23    24429.00    20402.00    20400.00
    13406.93    25601.00    20402.00    20400.00
    13413.64    21877.00    20402.00    20400.00
    13420.35    25406.00    20402.00    20400.00
    13427.05    24689.00    20402.00    20400.00
    13433.76    21880.00    20402.00    20400.00
    13440.48    24376.00    20402.00    20400.00
    13447.21    25039.00    20402.00    20400.00
    13453.93    23777.00    20402.00    20400.00
    13460.65    24110.00    20402.00    20400.00
    13467.37    23751.00    20402.00    20400.00
    13474.11    19512.00    20402.00    20400.00
    13480.85    21723.00    20402.00    20400.00
    13487.59    23814.00    20402.00    20400.00
    13494.33    21013.00    20402.00    20400.00
    13501.08    21763.00    20402.00    20400.00
    13507.83    19075.00    20402.00    20400.00
    13514.59    15699.00    20402.00    20400.00
    13521.35    20358.00    20402.00    20400.00
    13528.11    19847.00    20402.00    20400.00
    13534.86    19105.00    20402.00    20400.00
    13541.63    20207.00    20402.00    20400.00
    13548.40    20604.00    20402.00    20400.00
    13555.18    22237.00    20402.00    20400.00
    13561.96    19444.00    20402.00    20400.00
    13568.73    20234.00    20401.00    20400.00
    13575.52    19093.00    20401.00    20400.00
    13582.32    18541.00    20401.00    20400.00
    13589.10    19958.00    20401.00    20400.00
    13595.88    19372.00    20401.00    20400.00
    13602.68    21115.00    20401.00    20400.00
    13609.50    21593.00    20401.00    20400.00
    13616.31    17772.00    20401.00    20400.00
    13623.11    18652.00    20401.00    20400.00
    13629.93    18682.00    20400.00    20400.00
    13636.74    19123.00    20400.00    20400.00
    13643.55    19129.00    20400.00    20400.00
    13650.38    19125.00    20400.00    20400.00
    13657.21    16674.00    20400.00    20400.00
    13664.04    19510.00    20400.00    20400.00
    13670.87    21382.00    20400.00    20400.00
    13677.70    20183.00    20400.00    20400.00
    13684.53    21474.00    20400.00    20400.00
    13691.38    19779.00    20399.00    20400.00
    13698.22    20463.00    20399.00    20400.00
    13705.07    20267.00    20399.00    20400.00
    13711.93    21077.00    20399.00    20400.00
    13718.79    20683.00    20399.00    20400.00
    13725.65    19985.00    20399.00    20400.00
    13732.51    21573.00    20399.00    20400.00
    13739.37    16926.00    20399.00    20400.00
    13746.25    14628.00    20399.00    20400.00
    13753.12    18598.00    20398.00    20400.00
    13760.00    14650.00    20398.00    20400.00
    13766.87    18753.00    20398.00    20400.00
    13773.75    18888.00    20398.00    20400.00
    13780.64    18939.00    20398.00    20400.00
    13787.53    18619.00    20398.00    20400.00
    13794.42    20189.00    20398.00    20400.00
    13801.31    20476.00    20398.00    20400.00
    13808.22    19718.00    20398.00    20400.00
    13815.13    18941.00    20398.00    20400.00
    13822.03    15963.00    20398.00    20400.00
    13828.95    17093.00    20398.00    20400.00
    13835.86    20629.00    20398.00    20400.00
    13842.77    16605.00    20397.00    20400.00
    13849.69    16335.00    20397.00    20400.00
    13856.62    21315.00    20397.00    20400.00
    13863.56    19188.00    20397.00    20400.00
    13870.48    21549.00    20397.00    20400.00
    13877.42    18130.00    20397.00    20400.00
    13884.36    18463.00    20397.00    20400.00
    13891.29    20179.00    20397.00    20400.00
    13898.25    19413.00    20397.00    20400.00
    13905.20    20903.00    20397.00    20400.00
    13912.15    19476.00    20397.00    20400.00
    13919.10    18238.00    20398.00    20400.00
    13926.06    22231.00    20398.00    20400.00
    13933.02    21118.00    20398.00    20400.00
    13939.99    20010.00    20398.00    20400.00
    13946.96    19496.00    20398.00    20400.00
    13953.94    19101.00    20398.00    20400.00
    13960.92    20214.00    20398.00    20400.00
    13967.91    20581.00    20398.00    20400.00
    13974.89    16940.00    20398.00    20400.00
    13981.87    17387.00    20398.00    20400.00
    13988.86    18704.00    20399.00    20400.00
    13995.85    19023.00    20399.00    20400.00
    14002.85    18981.00    20399.00    20400.00
    14009.85    19928.00    20399.00    20400.00
    14016.86    21967.00    20399.00    20400.00
    14023.88    19561.00    20400.00    20400.00
    14030.89    19890.00    20400.00    20400.00
    14037.91    18457.00    20400.00    20400.00
    14044.92    20890.00    20400.00    20400.00
    14051.93    20646.00    20401.00    20400.00
    14058.96    20504.00    20401.00    20400.00
    14065.99    21619.00    20401.00    20400.00
    14073.02    22692.00    20401.00    20400.00
    14080.06    19223.00    20402.00    20400.00
    14087.11    20681.00    20402.00    20400.00
    14094.15    18497.00    20403.00    20400.00
    14101.19    19848.00    20403.00    20400.00
    14108.24    18901.00    20403.00    20400.00
    14115.30    18253.00    20404.00    20400.00
    14122.36    22198.00    20404.00    20400.00
    14129.42    21203.00    20405.00    20400.00
    14136.48    22250.00    20405.00    20410.00
    14143.54    21511.00    20406.00    20410.00
    14150.61    20587.00    20406.00    20410.00
    14157.69    19557.00    20407.00    20410.00
    14164.76    18712.00    20407.00    20410.00
    14171.85    19958.00    20408.00    20410.00
    14178.94    19082.00    20408.00    20410.00
    14186.03    17823.00    20409.00    20410.00
    14193.12    19663.00    20410.00    20410.00
    14200.21    21751.00    20410.00    20410.00
    14207.32    18966.00    20411.00    20410.00
    14214.42    17264.00    20412.00    20410.00
    14221.53    20136.00    20413.00    20410.00
    14228.63    18774.00    20413.00    20410.00
    14235.75    21134.00    20414.00    20410.00
    14242.87    19067.00    20415.00    20410.00
    14249.99    19477.00    20416.00    20420.00
    14257.12    19081.00    20417.00    20420.00
    14264.24    16933.00    20417.00    20420.00
    14271.37    19833.00    20418.00    20420.00
    14278.51    21616.00    20419.00    20420.00
    14285.64    20774.00    20420.00    20420.00
    14292.80    23428.00    20421.00    20420.00
    14299.95    20946.00    20422.00    20420.00
    14307.10    20983.00    20423.00    20420.00
    14314.25    16417.00    20424.00    20420.00
    14321.40    17940.00    20425.00    20430.00
    14328.57    18392.00    20426.00    20430.00
    14335.74    20283.00    20428.00    20430.00
    14342.90    20347.00    20429.00    20430.00
    14350.07    19535.00    20430.00    20430.00
    14357.25    18911.00    20431.00    20430.00
    14364.43    18525.00    20432.00    20430.00
    14371.61    20544.00    20434.00    20430.00
    14378.80    16860.00    20435.00    20430.00
    14385.98    21485.00    20436.00    20440.00
    14393.17    18360.00    20438.00    20440.00
    14400.37    20454.00    20439.00    20440.00
    14407.57    21501.00    20440.00    20440.00
    14414.77    21227.00    20442.00    20440.00
    14421.98    17596.00    20443.00    20440.00
    14429.19    18544.00    20445.00    20440.00
    14436.40    20795.00    20446.00    20450.00
    14443.63    19788.00    20448.00    20450.00
    14450.86    17563.00    20450.00    20450.00
    14458.07    17173.00    20451.00    20450.00
    14465.30    19432.00    20453.00    20450.00
    14472.54    19173.00    20455.00    20450.00
    14479.77    18788.00    20457.00    20460.00
    14487.02    23954.00    20458.00    20460.00
    14494.26    22882.00    20460.00    20460.00
    14501.50    15294.00    20462.00    20460.00
    14508.76    17516.00    20464.00    20460.00
    14516.02    19495.00    20466.00    20470.00
    14523.28    21377.00    20468.00    20470.00
    14530.54    20651.00    20470.00    20470.00
    14537.79    21579.00    20472.00    20470.00
    14545.05    20125.00    20474.00    20470.00
    14552.33    18222.00    20476.00    20480.00
    14559.62    19757.00    20478.00    20480.00
    14566.89    22679.00    20480.00    20480.00
    14574.16    18806.00    20483.00    20480.00
    14581.45    22724.00    20485.00    20480.00
    14588.74    21491.00    20487.00    20490.00
    14596.05    20238.00    20490.00    20490.00
    14603.35    21488.00    20492.00    20490.00
    14610.64    19340.00    20494.00    20490.00
    14617.94    21158.00    20497.00    20500.00
    14625.26    20791.00    20499.00    20500.00
    14632.58    17221.00    20502.00    20500.00
    14639.89    21694.00    20505.00    20500.00
    14647.21    21116.00    20507.00    20510.00
    14654.54    18784.00    20510.00    20510.00
    14661.86    19797.00    20513.00    20510.00
    14669.18    18184.00    20515.00    20520.00
    14676.52    20181.00    20518.00    20520.00
    14683.87    21815.00    20521.00    20520.00
    14691.20    18476.00    20524.00    20520.00
    14698.54    22013.00    20527.00    20530.00
    14705.89    16297.00    20530.00    20530.00
    14713.25    19275.00    20533.00    20530.00
    14720.62    25017.00    20536.00    20540.00
    14727.97    21863.00    20539.00    20540.00
    14735.34    21618.00    20542.00    20540.00
    14742.70    20762.00    20545.00    20550.00
    14750.07    21459.00    20549.00    20550.00
    14757.45    20470.00    20552.00    20550.00
    14764.83    20729.00    20555.00    20560.00
    14772.21    20075.00    20559.00    20560.00
    14779.59    18922.00    20562.00    20560.00
    14786.99    17746.00    20566.00    20570.00
    14794.38    20250.00    20569.00    20570.00
    14801.78    24707.00    20573.00    20570.00
    14809.18    19514.00    20577.00    20580.00
    14816.57    19133.00    20580.00    20580.00
    14823.99    18729.00    20584.00    20580.00
    14831.40    17266.00    20588.00    20590.00
    14838.81    22098.00    20592.00    20590.00
    14846.24    22389.00    20596.00    20600.00
    14853.66    22122.00    20599.00    20600.00
    14861.09    24446.00    20603.00    20600.00
    14868.52    18637.00    20608.00    20610.00
    14875.94    17734.00    20612.00    20610.00
    14883.39    19896.00    20616.00    20620.00
    14890.83    22305.00    20620.00    20620.00
    14898.27    22918.00    20624.00    20620.00
    14905.73    20051.00    20629.00    20630.00
    14913.19    20310.00    20633.00    20630.00
    14920.63    21082.00    20637.00    20640.00
    14928.09    23492.00    20642.00    20640.00
    14935.56    24270.00    20646.00    20650.00
